id,name,organization_type,description,location,latitude,longitude,website,phone,email,twitter,facebook,linkedin,instagram,logo_src,site_status,copyright_year,recent_dates,evidence,confidence,logo
299,North American Marine Environment Protaction Association,Advocacy/Philanthropy & Government,"NAMEPA is a marine industry-led organization of environmental stewards preserving the marine environment by promoting sustainable marine industry best practices and educating sea farers, students and the public about the need and strategies for protecting global ocean, lake and river resources. Believing that individually we can make a difference to help save our seas and collectively we can create a stronger voice for marine environment protection through advocating, educating and activating our global communities.","Coronado, California",32.6858853,-117.1830891,https://namepa.net,8502615761,r.mcdaniel@namepa.net,,https://www.facebook.com/MarineProtection/,https://www.linkedin.com/company/namepa/,,../../../sites/default/files/2019-12/NAMEPA%20new%20logo%202019.jpg,active,none,yes,"Active organization with membership options, events, news, and donation functionality",high,north_american_marine_environment.jpg
587,North County San Diego STEM Circle,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","North County San Diego STEM Circle is a youth organization that offers free tutoring, educational articles, resources, and activities!","Red Ironbark Dr, Valley Center, California, 92082",33.201788,-117.0422908,http://northcountysandiegostemcircle.org,7604109217,simran.jayasinghe@icloud.com,https://mobile.twitter.com/nc_sd_sc,,,http://instagram.com/nc_sd_sc,,active,,no,local STEM community program,high,
174,Ocean Connectors,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","The Ocean Connectors mission is to educate, inspire, and connect youth in underserved Pacific coastal communities through the study of migratory marine life. Our vision is to cultivate a future generation of passionate, globally-aware, and empowered coastal residents who take active steps to enjoy and protect ocean health. We accomplish this by providing environmental education programs for students in the U.S. and Mexico as well as public coastal Eco Tours in San Diego, California. Each year we engage thousands of students in marine science, experiential learning, and ocean conservation. We are currently targeting public schools in National City, California, U.S. and Nayarit, Mexico. Migratory marine animals pass through California’s coastal waters en route to nesting, feeding, and breeding grounds in Mexico. We work with a community of nonprofit partners, volunteers, and teachers in both areas to accomplish our goals and engage as many children as possible in diverse, hands-on learning opportunities in coastal environments. Ocean Connectors is a fiscal sponsorship project of The Ocean Foundation, a 501(c)(3) nonprofit corporation.","PO Box 34103, San Diego, CA, 92163",32.7495327,-117.1509999,https://oceanconnectors.org,6193367744,info@oceanconnectors.org,https://twitter.com/oceanconnectors,https://www.facebook.com/OceanConnectors,https://www.linkedin.com/company/oceanconnectors,https://www.instagram.com/oceanconnectors,../../../sites/default/files/2020-03/OceanC_logos_Main%20logo_seaturtle_square.jpg,active,2025,yes,"Active nonprofit with educational programs. Text states 'Ocean Connectors has been increasing ocean literacy for 20 years' with 50,000+ students participated. Current programs listed for K-7 grades.",high,ocean_connectors.jpg
662,Ocean Connectors,Curriculum Provider,"Ocean Connectors is a nonprofit with a mission to educate, inspire, and connect youth in underserved Pacific coastal communities through the study of migratory marine life. We provide over 40,000 students with free in-class presentations and field trips about ocean science and conservation. Our vision is to cultivate a future generation of passionate, globally-­aware, and empowered coastal residents who take active steps to enjoy and protect ocean health.","4649 Voltaire Street, San Diego, California, 92107",,,https://www.oceanconnectors.org/,7147683158,shailey@oceanconnectors.org,,https://www.facebook.com/OceanConnectors/,https://www.linkedin.com/company/9489460/admin/feed/posts/,https://www.instagram.com/oceanconnectors,../../../sites/default/files/2023-12/OC%20Logo%20-%20White%20Background%20Lower%20Quality.jpg,active,N/A,yes,Active conservation nonprofit with current programs and eco tour offerings,high,ocean_connectors_2.jpg
45,Ocean Discovery Institiute,"Museums, Science Centers & Zoos","Ocean Discovery Institute uses ocean science to empower young people from underserved urban communities to transform their lives, their community, and our world as scientific and conservation leaders. Working in the San Diego community of City Heights, we deliver rigorous educational, scientific research, and environmental stewardship experiences that build curiosity, science understanding and skills, and leadership in underserved young people from kid to career.","2211 Pacific Beach Drive, Suite A, San Diego, California, 92109",32.796177,-117.2245362,http://oceandiscoveryinstitute.org/,619-980-8079,,https://twitter.com/OceanDiscInst,https://www.facebook.com/OceanDiscoveryInstitute,http://www.linkedin.com/company/ocean-discovery-institute,,,active,unknown,yes,Active organization page with title 'Young Lives Transformed Through Science',high,
164,Olivewood Gardens,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","Olivewood Gardens and Learning Center’s historic 6.85-acre property in National City, California serves as an interactive, indoor-outdoor classroom for children and adults from around San Diego County.  Our purpose is to build healthy families and a healthy environment.  We do this through science based environmental education lessons, hands-on gardening, and hands-on cooking for students and families from diverse communities.",California,36.778261,-119.4179324,http://www.olivewoodgardens.org,6194344281,,https://twitter.com/olivewoodgarden,https://www.facebook.com/olivewoodgardens/,,https://www.instagram.com/olivewoodgardens/,,active,none,yes,"event, news, register",high,
53,Outside the Lens,Afterschool/Out-of-School Time,"The way we communicate globally is changing rapidly; more than 70% of internet traffic (and rising) is video. Outside the Lens prepares youth for this digital future by teaching them 21st century communication skills that build their digital and media literacies. We empower youth to use photography, filmmaking, and digital media to create change within themselves, their community, and their world. Since 2001, over 15,000 OTL students (in the US, China, Colombia, Thailand, Bosnia-Herzegovina, and more!) have learned photography, film, and digital media arts through hands-on projects exploring identity, family, community, the environment, and the world. Outside the Lens has four core program areas: Outside the Lens is based in sunny San Diego where we operate out of our media lab and gallery in the Liberty Station Arts District.","2750 Historic Decatur Rd Studio 103, San Diego, California, 92106",32.7394525,-117.2122866,http://www.outsidethelens.org,%28858%29349-7578,,http://www.twitter.com/outsidethelens,http://www.facebook.com/outsidethelens,http://www.linkedin.com/company/outside-the-lens,http://www.instagram.com/outsidethelens,../../../sites/default/files/2018-04/OTL%20Transparent%20Logo%20Black.png,active,unknown,unknown,Page loaded successfully,high,outside_the_lens.png
641,Project Lead The Way,Curriculum Provider,"Project Lead The Way (PLTW) is a national non-profit PreK-12 STEM curriculum provider that focuses on the areas of engineering, biomedical science, and computer science. PLTW offers curriculum for elementary, middle, and high schools, respectively. Our comprehensive programs also include in-depth professional development for teachers, live classroom support, and more. PLTW offers five programs: PLTW Launch, designed for grades PreK-5; PLTW Gateway, designed for grades 6-8; and PLTW Computer Science, PLTW Engineering, and PLTW Biomedical Science, each designed for grades 9-12. PLTW has over 15,000 programs in 12,000 schools and has trained over 83,000 teachers.","1521 Farmgate Circle, California, 95747",,,https://www.pltw.org/,9167687432,aanderson@pltw.org,https://twitter.com/PLTWorg,https://www.facebook.com/pltworg,https://www.linkedin.com/company/project-lead-the-way/mycompany/verification/,https://www.instagram.com/pltworg/,../../../sites/default/files/2023-04/PLTW_Blue_vertical.png,active,N/A,yes,Major STEM education organization with active website,high,project_lead_the_way.png
156,Qualcomm Incorporated,Business & Industry,"Before there were smartphones or smart cities, before autonomous cars or 360° virtual reality videos, there was our technology. Qualcomm inventions are the foundational technologies that others build upon—inventing new industries and applications that have global impact. From 5G to artificial intelligence, from IoT to automotive and extended reality applications, Qualcomm is inventing the technologies the world loves.","5775 Morehouse Dr, San Diego, California, 92121",32.8960766,-117.1957846,https://www.qualcomm.com,858-651-4850,,https://twitter.com/qualcomm,https://www.facebook.com/Qualcomm,https://www.linkedin.com/company/qualcomm,https://www.instagram.com/qualcomm,../../../sites/default/files/2018-05/qc_logo_flt_rgb_blu_pos.jpg,active,none,yes,"event, news, blog",high,qualcomm_incorporated.jpg
239,Resource Conservation District of Greater San Diego County,Advocacy/Philanthropy & Government,"As stewards of the regional environment, we partner with a diverse group of landowners, public and private institutions, and concerned citizens to address the diverse conservation and environmental concerns that are unique to San Diego County. The RCD’s programs and priorities help to restore and protect San Diego County watersheds, prevent wildfire damage through education and fuel reduction, promote nutrition and stewardship through sustainable agriculture and soil health, and revitalize pollinator habitats. Resource Conservation Districts are independent, non-regulatory Special Districts, organized under Division 9 of the CA Public Resources Code. Founded on principles of grass-roots, locally-led governance, RCDs are leaders in on-the-ground conservation efforts, connecting people with programs and resources necessary to conserve and manage natural resources. Through funding primarily from local, state, and federal grants and donations, we create programs and services that address the unique conservation challenges that face San Diego County.","11769 Waterhill Road, Lakeside, California, 92040",32.8514956,-116.9386412,http://www.rcdsandiego.org,619-562-0096,sierra.reiss@rcdsandiego.org,,https://www.facebook.com/RCDsandiego/,,https://www.instagram.com/rcdsandiego/,../../../sites/default/files/2018-08/RCD_Ver_FullColor.png,active,2024,no,Regional conservation agency,high,resource_conservation_district_of.png
32,Robolink,Business & Industry,"Robolink encourages students to learn about and engage with STEM through our robot kits that are cute, fun, and packed with real tech. In an increasingly technology driven world, we believe in nurturing future inventors and innovators to become passionate about science, engineering, and coding. We currently operate in two learning centers in San Diego and run after-school programs in 15 different elementary and middle schools across San Diego county. We’ve shipped robotics kits all over the world.","5677 Oberlin Dr #100, San Diego, California, 92121",32.8920222,-117.1957233,https://www.robolink.com/,858-876-5123,info@robolink.com,https://twitter.com/robolinkinc,https://www.facebook.com/RobolinkInc,https://www.linkedin.com/company/robolink-inc-/,https://www.instagram.com/robolinkinc/,../../../sites/default/files/2018-05/logo_babyblue_tagline.png,active,unknown,yes,"Active robotics education platform with drone programs, trusted by 7000+ US schools, current content",high,robolink.png
429,RoboThink - Robotics & Video Game Coding,Afterschool/Out-of-School Time,"Our mission is to provide quality STEM education in Robotics and Coding to motivate children to pursue a future in science and technology (especially girls, children from low-income families, and minorities). Our STEM programs include: • Robotics (RoboThink & MakeBlock) • Video Game Coding (Scratch and RPG Maker) • Clubs (“Hour of Code & “Girls Who Code”) • World class multilevel step-by-step curriculum with presence in 22-countries. We can start classes at your School, PTA, Rec Center or location, our partnership offerings are: • No expense for you ever (we provide all robotics, laptops, tablets and materials) • You control registration and payments • We are always an income generator for you regardless number of kids registered. • All we need from our partners is a small class area and promoting the class to bring students","2017 Clearwater Place, Chula Vista, California, 91913",32.6554069,-116.9795624,https://www.myrobothink.com,714-452-7281,robothinkcv@gmail.com,,https://www.facebook.com/RoboThinkChulaVista,,,../../../sites/default/files/2021-02/RoboThink%20Logo.JPG,active,2024,no,robotics education programs,high,robothink_robotics_video_game.jpg
240,RoboThink Chula Vista,Afterschool/Out-of-School Time,"RoboThink Kids are learning robotics and coding in Scratch! while building cool Robots using bricks, gears, wheels, sensors, electric motors and Arduino boards RoboThink is an international Premier STEM Education Program, our proprietary robotics kits, laptops and certification based step-by-step curriculum are specially designed to help children be better prepared for the tech jobs of the future.","2017 Clearwater Place, Chula Vista, California, 91913",32.6554069,-116.9795624,https://www.robothinkchulavista.com,6196560473,jarosales@prodigy.net,,https://www.facebook.com/RoboThinkChulaVista/,,,../../../sites/default/files/2018-08/RoboThink%20Logo%20PNG.PNG,active,2024,no,STEM education program,high,robothink_chula_vista.png
622,"Robotics Inspiring Science and Engineering, Inc.",Afterschool/Out-of-School Time,"Robotics Inspiring Science and Engineering (RISE) is a 501c3 non-profit based in and serving students and institutions in the Southern California region by creating and funding Science, Technology, Engineering, Art, and Math (STEAM) partnerships and opportunities. RISE Provides STEAM resources to students and schools Funds STEAM activities across the San Diego, CA region since 2008 Develops and supports FIRST Robotics teams THE RISE MISSION is to create, expand, and promote opportunities for primary and secondary students to experience and be excited by Science, Technology, Engineering, Art, and Math activities so they may further develop themselves to become contributing citizens and leaders in the invention age. RISE OPERATIONAL PROCESSES RISE seeks and secures funding from aligned corporate, civic, individual, and municipal sources to meet our mission. RISE contracts with community partners such as FIRST FTC San Diego and SteamMaker Festival to seek and then grant funds targeted to create STEAM opportunities for primary and secondary students. Student teams contract with RISE to receive funding to enable STEAM activities such as starting or sustaining a FIRST FTC team. Robotics team expenses may include: robot parts, software tools to design and program robots, competition field elements, etc. Student Teams submit allowed expenses to RISE which grants funds to cover STEAM expenses. HISTORY and IMPACT of RISE RISE began as a non-profit organization designed to fund FIRST FTC activities in San Diego in 2008. In that year 20 FIRST FTC teams competed in San Diego and each year since, RISE works to expand the number of FIRST FTC teams and STEAM opportunity in the region. By 2010 RISE expanded sponsors and non-profit's vision to create new STEAM opportunities for students and schools managing the 54 FIRST FTC teams in San Diego. Today RISE is a resource available to FIRST Lego League as well as the 70+ FIRST FTC teams in San Diego. RISE EXPANDS TO INCREASE STEAM OPPORTUNITY RISE is focused on growth while continuing to serve local students, schools, as well as our industry and individual sponsors who are excited to introduce, encourage, and expand STEAM skills to the next generation of San Diegoans. Students learn creative problem solving skills through programs like FIRST FLL and FIRST FTC. FIRST introduces students to skills and processes that are the foundations for careers in engineering, technology, and marketing Schools and Team Organizations are able to apply for funding from RISE to cover team registration, equipment, and operational expenses. By covering many start-up costs, RISE helps create STEAM opportunities in schools and areas where academic opportunity and economic development are needed most. RISE SCHOLARSHIPS for HIGH ACHIEVING STUDENTS In addition to funding robotics teams and STEAM opportunities, RISE also recognizes high achieving students and encourages them to continue STEAM studies. In 2017 and again in 2018, RISE awarded $5000 in scholarships to students selected by RISE for their STEAM skills and leadership Sponsors are able to encourage, identify, and invest in STEAM-oriented students before those students begin college and careers. RISE manages the work to engage teams and evaluates and selects students for scholarships from funds donated to RISE. Your organization or corporate foundation and invest funds while RISE invests the time to mentor, evaluate, and recommend students for scholarships based on their skills and performance demonstrated in the local STEAM community and programs RISE is focused on consolidating sponsorship partners to provide funds for FIRST and other STEAM programs in Southern California including: New FIRST Lego League (FLL) teams in the Southern California region FIRST FTC teams (new and established) in the Southern California region Other nationally-recognized STEAM programs (TBD) introducing STEAM skills to students If you are interested in investing in the STEAM leaders of San Diego's future please make a tax-deductible donation to RISE today.","3517 Hugo Street, San Diego, California, 92106",,,https://www.rise4steam.org,6193015471,mnilsen@rise4steam.org,,https://www.facebook.com/sandiegoftc,,,../../../sites/default/files/2022-12/RISE_HUB_LOGO_LLarge.png,active,N/A,yes,Active nonprofit website with program information and gallery content,high,robotics_inspiring_science_and.png
23,Salk Institute Education Outreach,"Colleges, Universities, and Certificate/Credential Programs","Salk’s Education Outreach has a nearly half-century tradition of sharing groundbreaking biological research from Salk Laboratories with the San Diego community. Founded by neurobiologist Ellen Potter and currently under the direction of Dona Mapston, Education Outreach’s signature programs—Mobile Science Lab, Heithoff-Brody Scholars Program, and March of Dimes High School Science Day—are complemented by scientific presentations and community outreach events. Other programs include SciChats@Salk Skype interactions, SalkTalk podcasts featuring scientists talking about their passion for scientific discovery, and the newly developed Action! Science critical thinking video series which takes students inside the process of creating an experiment. With all these program offerings, Salk’s world-class faculty and staff are key partners in the curriculum, imparting their passion and knowledge of innovative research that impacts human health to help inspire and launch the next generation of scientists.","10010 N Torrey Pines Rd, San Diego, California, 92037",32.887047,-117.244785,http://www.salk.edu/about/education-outreach/,858-453-4100X1954,education@salk.edu,https://twitter.com/SalkEducation,https://www.facebook.com/salk.ed.outreach,,https://www.instagram.com/salk.ed.outreach/,../../../sites/default/files/2018-05/Salk-Ed-outreach-logo1-k-ot2-01.jpg,active,unknown,yes,Active education outreach page describing programs served to San Diego county students for 40 years,high,salk_institute_education_outreach.jpg
34,San Diego Air & Space Museum,"Museums, Science Centers & Zoos","The San Diego Air & Space Museum, one of the world’s premier air and space-themed science centers and museum, inspires our next greatest generations to achieve excellence in their lives by challenging their innate human pioneering spirit and encouraging the necessary risk taking required to achieve global innovation success.","2001 Pan American Plaza, San Diego, California, 92101",32.7263215,-117.1542858,http://sandiegoairandspace.org/,619-234-8291x132,swasserman@sdasm.org,https://twitter.com/sdasm,https://www.facebook.com/SDASM/,,https://www.instagram.com/sandiegoairandspace,../../../sites/default/files/2018-05/SDASM%20Logo.png,active,unknown,yes,"Museum with 2026 events including Artemis II Splashdown Party (Apr 10, 2026) and Charity Golf (Apr 20, 2026)",high,san_diego_air_space.png
551,San Diego Automotive Museum,"Museums, Science Centers & Zoos","The original idea of creating an automotive museum in Balboa Park came from Briggs Cunningham, a renowned automobile collector and racer. The idea circulated for many years until an inspired group of local automotive enthusiasts propelled the idea forward. In 1979, the San Diego City Council first considered the issue and in 1980 they gave unanimous approval to the museum and granted a long term lease for one of the historic buildings in the jewel of San Diego: Balboa Park. After spending approximately $1 million renovating and upgrading the building, the San Diego Automotive Museum opened in December of 1988. Since then, millions of local auto enthusiasts and tourists from all over the world have visited our world-class collection. Today the museum stands as a living tribute to the automobile and what it has meant to our culture.",California,36.778261,-119.4179324,https://www.sdautomuseum.org/,6193980314,gabby@sdautomuseum.org,,,,,../../../sites/default/files/2022-01/SDAM.Logo_.FINAL_.PNG,active,2024,no,museum operations and exhibits,high,san_diego_automotive_museum.png
615,San Diego Automotive Museum,"Museums, Science Centers & Zoos","As an Education Coordinator at SDMA, my job is to help kids get excited about cars and the Auto Industry. I want to improve our Field Trips to teach kids about basic car knowledge and inspire passion for the field.","2080 Pan America Plaza, San Diego, California, 92101",,,https://sdautomuseum.org/,6193980317,daniel@sdautomuseum.org,https://twitter.com/sdautomuseum,https://www.facebook.com/SDAutoMuseum/,https://www.linkedin.com/search/results/all/?heroEntityKey=urn%3Ali%3Aorganization%3A5510248&keywords=san%20diego%20automotive%20museum&origin=RICH_QUERY_SUGGESTION&position=0&searchId=c978a801-19b9-4699-8d40-eac0e260452e&sid=5-G,,../../../sites/default/files/2022-11/SDAMlogo_Aneg.png,active,N/A,yes,Active museum site with current exhibits and ticket availability,high,san_diego_automotive_museum_2.png
16,San Diego Children's Discovery Museum,"Museums, Science Centers & Zoos","Since 1999 San Diego Children's Discovery Museum has been ""inspiring children to learn about our world through exploration, imagination, and experimentation."" Today we remain the only hands-on educational children's museum in North San Diego County, serving children ages 0-10 with interactive exhibits and programs focused on science, world cultures, and art. Interactive experiences are a crucial element of learning. Our Museum features four focused program areas: Experimentation (science, math, engineering), Exploration (world cultures, history), Imagination (theater arts, visual arts, music), and Discovery (outdoor space featuring gardens, environmental science, world cultures, arts). Time spent at the Museum develops crucial life skills like curiosity, confidence, and creativity, which are all qualities that strengthen children’s potential to excel in school, careers, communities, and as parents. We challenge children’s imagination and curiosity through interactive exhibits and hands-on programming. Through play, children have the opportunity for creative problem solving, critical thinking, and hands-on exploration and experimentation in a safe environment where there are no right or wrong answers.","320 N Broadway, Escondido, CA, 92025",33.124517,-117.082351,http://sdcdm.org,760-233-7755x1012,Marketing@sdcdm.org,https://twitter.com/sdcdm320,https://www.facebook.com/sdcdm,https://www.linkedin.com/company/san-diego-children's-discovery-museum,http://instagram.com/sdcdm320,../../../sites/default/files/2018-07/SDCDM_logo_2017_NEW.jpg,active,2026,yes,Redirected to visitcmod.org showing Children's Museum of Discovery with 2026 events and current programming,high,san_diego_childrens_discovery.jpg
251,San Diego County Library,Libraries,"San Diego County Library serves the county's unincorporated communities and eleven incorporated cities with 33 branch libraries. Each library has free Wi-Fi, free PCs to use, Makerbot 3D printers, and 1Gb download speeds. Check our online events calendar at sdcl.org for a listing of our free STEM and STEAM classes.","5560 Overland Ave, San Diego, California, 92123",32.834727,-117.1306115,http://sdcl.org,858-694-2389,migell.acosta@sdcounty.ca.gov,https://twitter.com/sdcountylibrary,https://www.facebook.com/sdcountylibrary,,https://www.instagram.com/sdcountylibrary/,,active,2024,yes,Public library system,high,
17,San Diego County Office of Education,District/School,"The mission of the San Diego County Office of Education, as a world-class educational leader and trusted partner, is to transform public education and guarantee high levels of student achievement. In partnership with local school districts and the global learning community, we will research and apply innovative 21st century practices; leverage resources; develop strategic alliances; inspire powerful leadership; and provide exemplary customized services to districts, communities and the students in all County Office-operated programs. The SDCOE STEAM Team supports learning for all students through the lens of Science, Technology, Engineering, Arts and Math throughout the county, with expertise in Career Pathways, Educational Technology, Outdoor Education, Library Media Services, Early Childhood Education, Expanded Learning, Science, Arts, Math, ELA, Assessment, Cybersecurity, Educational Leadership and more. Our role is to support the teachers and leaders in our 42 San Diego County School Districts and Charter Schools in their development of high quality teaching and learning.","6401 Linda Vista Road, San Diego, California, 92111",32.7695778,-117.1798477,http://www.sdcoe.net/Pages/Home.aspx,858-292-3758,Jewyl.Clarke@sdcoe.net,https://twitter.com/SanDiegoCOE,,,,../../../sites/default/files/2018-07/SDCOE_logo_secondary.png,active,unknown,yes,Shows active SDCOE content with recent news about START students and volunteer work,high,san_diego_county_office.png
297,San Diego County Water Authority,Advocacy/Philanthropy & Government,"The San Diego County Water Authority sustains a $231 billion regional economy and the quality of life for 3.3 million residents through a multi-decade water supply diversification plan, major infrastructure investments and forward-thinking policies that promote fiscal and environmental responsibility. A public agency created in 1944, the Water Authority delivers a safe and reliable wholesale water supply at an affordable cost to 24 retail water agencies, including cities, special districts and a military base. Historically, the Water Authority depended almost exclusively on water supplies imported from the Colorado River and Northern California by the Metropolitan Water District of Southern California. That changed in 2003 with the start of the largest farm-to-urban water conservation and transfer agreement in the nation with the Imperial Irrigation District, which now accounts for about one-third of San Diego County’s water supply. In late 2015, the Water Authority added a historic new water source to to its portfolio with the completion of the nation’s largest seawater desalination plant in Carlsbad. Today, the Water Authority and its member agencies have identified potable reuse of recycled water as the next major source of local water supply, while continuing to promote water conservation as a civic responsibility.","4677 Overland Ave, San Diego, California, 92123",32.8255822,-117.1313468,https://www.sdcwa.org/,8585226770,kgong@sdcwa.org,https://twitter.com/sdcwa,https://www.facebook.com/SanDiegoCountyWaterAuthority/,https://www.linkedin.com/company/san-diego-county-water-authority/,https://www.instagram.com/sdcwa/,../../../sites/default/files/2019-11/logo-color-horz-tagline-high-res.jpg,active,none,yes,Active government agency website with news items and board information,high,san_diego_county_water.jpg
447,San Diego Festival of Science & Engineering,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","The San Diego Festival of Science & Engineering mission is to engage and encourage kids from K-12 in science, technology, engineering, art, and mathematics (STEAM) and work with parents and teachers to inspire today’s students to become tomorrow’s STEAM innovators. The largest STEAM Festival in Southern California, the ten-day educational experience includes interactive demonstrations, hands-on activities and dynamic speakers, impacting more than 65,000 community members annually. The Festival also creates interactive programs that promote STEAM education in schools and outside of the classroom. The programs also promote diversity in learning, hands-on education, direct access to industry professionals and community engagement.","10996 Torreyana Rd, Ste 200, San Diego, California, 92121",32.9044102,-117.2390766,https://www.lovestemsd.org/,619-708-4430,krichards@biocom.org,https://twitter.com/lovestemsd,https://www.facebook.com/loveSTEMsd,https://www.linkedin.com/company/64879039/admin/,https://www.instagram.com/lovestemsd/,../../../sites/default/files/2021-04/Festival_Logo_2019.jpg,active,2024,no,event site with festival information,high,san_diego_festival_of.jpg
385,San Diego Fleet Week,Advocacy/Philanthropy & Government,"Fleet Week San Diego was created by community and business leaders who understood the great depth of public support for our Sailors, Marines and Coast Guardsmen. This group sought to provide a means for San Diego to express its support in a way that would establish San Diego as a patriotic, pro-military city. They shared a vision to recognize the contributions made by the naval services to the many communities of the greater San Diego region. In 1997, after extensive planning and team building, Fleet Week San Diego was born. Nurtured by the Chamber of Commerce, the annual series of events grew quickly into a recognized feature of the region’s annual calendar. By 2001, Fleet Week San Diego had outgrown its home in the Chamber and was incorporated as The San Diego Fleet Week Foundation, a California Public Benefit Corporation and non-profit under the provisions of section 501(c)(3) of the IRS Code.","3639 Midway Drive #B-429, San Diego, California, 92110",32.7509746,-117.2169314,http://www.fleetweeksandiego.org,619-549-9414,maggie@fleetweeksandiego.org,https://www.twitter.com/fleetweeksd,https://www.facebook.com/fleetweeksd/,https://www.linkedin.com/company/san-diego-fleet-week-foundation,https://www.instagram.com/fleetweeksd/,../../../sites/default/files/2020-09/FLEET%20WEEK%20LOGO%20%28CMYK%20POS%29.gif,active,,no,annual event organization,high,san_diego_fleet_week.gif
607,San Diego Futures Foundation,Advocacy/Philanthropy & Government,"Our mission at San Diego Futures Foundation is to improve lives in San Diego County by making information technology available to underserved populations by providing technology equipment, training, support, IT outsourcing, and digital media services to Nonprofit organizations, disadvantaged small businesses, low-income households, people with disabilities, and seniors. SDFF is working hard to bridge the digital divide in our community.",California,,,https://sdfutures.org/,6193910050217,,,,,,,active,N/A,yes,Active site with functional navigation and content,high,
176,San Diego Futures Foundation,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","Since 1999, we've distributed over 50,000+ computers to San Diego County nonprofit organizations, schools, families, and individuals. The majority of SDFF's computer supply comes from the County of San Diego as donations from Hewlett Packard. These displaced computers are sent to SDFF for refurbishment and are then made available to nonprofits, veterans, seniors, low-income individuals, people with disabilities, and foster families. All fees associated with low-cost systems are used to pay the refurbishing costs and to develop and provide additional low-cost services and community technology programs. We request your electronics - they're needed to repurpose and refurbish. Enhance your social responsibility with ethical, safe recycling of equipment. It’s good for you. It’s FREE with us. It’s GREAT for San Diego County. It’s LIFE CHANGING for those in need. We've recycled more than 1.5 million pounds of e-waste. Seriously that's 1.5 million pounds that didn't end up in our dumps and landfills preventing potentially hazardous contamination of our local water and land. Our IT Services have helped more than 200 nonprofit organizations serve their clients with improved and reliable technical systems. The Digital Media Services we provide for nonprofits and small disadvantaged businesses includes web development and video/animation/SEO and online marketing services for nonprofits and small disadvantaged businesses. At SDFF, we work to keep things simple, honest and affordable for nonprofits and small disadvantaged businesses. Let’s work together.","4283 El Cajon Blvd. Suite 220, San Diego, California, 92105",32.7549628,-117.1022977,http://sdfutures.org/,6192691684,gknight@sdfutures.org,https://twitter.com/sdfutures,https://www.facebook.com/sdfutures/,,https://www.instagram.com/sdfutures/,../../../sites/default/files/2018-05/sdff-logo-print-large.jpg,active,unknown,unknown,Active website with current contact information and programs. Title shows 'Affordable Computers by San Diego Futures Foundation' with mission of 'Improving Lives Through Technology' and phone number (619) 500-9330.,high,san_diego_futures_foundation.jpg
305,San Diego LabRats,Afterschool/Out-of-School Time,"Founded in 2017, San Diego LabRats is a non-profit organization in Encinitas dedicated to ending the science literacy crisis in our nation. As you can see on our website, sdlabrats.org, we engage students with an exciting and empowering introduction to the world of STEM. Through private funding, we have expanded our program from courses and labs taught at various local locations to a permanent STEAM Discovery Center housed at the San Dieguito Boys and Girls Club (Griset Branch). In addition to our courses, we now have a maker space with a laser cutter and math and science academic coaching. Most importantly, we have never turned away a student for financial reasons. To date, through private funding we have provided 36% of our students with full scholarships. As a team of professional research scientists who teach science, our passion is to introduce young people to the world of STEM. We also see the challenge ahead. The National Bureau of Economic Research and labor economists see science, technology, engineering and healthcare fields growing rapidly. Many of our students are not prepared to enter these fields. We believe access to a proper education not only creates success in the future, but is a basic right. The LabRats Education Team is committed to ensuring that every student experiences the world and opportunity of STEM. We have found that students discover through our programs that working through difficult problems is how they learn, and that just because they don't understand something at first doesn't mean they never will. This is a lesson that will help them in all aspects of their lives.","533 Second Street, Suite L, Encinitas, CA, 92024",33.0454705,-117.294477,https://www.sdlabrats.org,7604504717,contact@sdlabrats.org,https://twitter.com/SDLabrats.org,https://www.facebook.com/SDLabRats,,https://instagram.com/sdlabrats.org,../../../sites/default/files/2019-12/Screen%20Shot%202019-12-09%20at%202.31.24%20PM.png,active,none,yes,Real organization website,high,san_diego_labrats.png
261,San Diego Model Railroad Museum,"Museums, Science Centers & Zoos","The mission of the San Diego Model Railroad Museum is to research, collect, preserve, and present the heritage of American railroading using educational programs, displays, toy trains, and scale models of California railroads. Our museum houses five large scale model railroads representing N, O, HO and G scale trains. Additionally , we develop temporary exhibitions that focus on the history of both  railroading and model railroading in the United States. Our education department offers several STEM programs for the public, scouts, families and school students.","1649 El Prado, San Diego, California, 92101",32.7311102,-117.148621,http://sdmrm.org/,6196960199extn.1608,jmcmeans@sdmrm.org,https://twitter.com/ModelRailroad,https://www.facebook.com/ModelRailroadMuseum/,,https://www.instagram.com/sdmodelrailroadmuseum/,../../../sites/default/files/2019-01/%23SDMRM-ROUND-LOGO-2018-COLOR.jpg,active,2024,no,Museum in San Diego,high,san_diego_model_railroad.jpg
